"pvTableName","pv","conditionalRequired","description","conditionalDuplicateRequired","jsonAttribute","jsonDataType","foreignKeyTableName","required","combinedColumn","metaResultDataType","tableName","columnType","cv","cvTableName","comment","tableColumn","templateColumn","foreignKey","pvPreferredTableColumn","templateName"
NA,FALSE,TRUE,"The time zero event refers to the study milestone upon which time is based.",FALSE,"studyTimeT0Event","enum",NA,FALSE,FALSE,"metaData","biosample","varchar(50)",TRUE,"lk_t0_event","Please choose from the drop down list.","study_time_t0_event","Study Time T0 Event",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,FALSE,"Enter a time zero event if 'Other' is selected in column 'Study Time T0 Event'.",FALSE,"studyTimeT0EventSpecify","string",NA,FALSE,FALSE,"metaData","biosample","varchar(50)",FALSE,NA,"Enter a time zero event if 'Other' is selected in column 'Study Time T0 Event'.","study_time_t0_event_specify","Study Time T0 Event Specify",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,TRUE,"The experiment identifier must be stored in ImmPort or in the experiments.txt template. The experiment serves as the parent entity to bind assay results of a similar type together.",FALSE,"experimentId","string",NA,TRUE,TRUE,"metaData","experiment","varchar(100)",FALSE,NA,"Please enter either a experiment user defined ID or ImmPort accession.","user_defined_id","Experiment ID",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,TRUE,"Please enter either a protocol user defined ID or ImmPort accession for a protocol that describes how the sample was derived and prepared. One or more identifiers can be entered per sample. Separate identifiers by semicolon (;).",FALSE,"protocolIds","array","protocol",FALSE,FALSE,"metaData","experiment_2_protocol","varchar(15)",FALSE,NA,"Please enter either a protocol user defined ID or ImmPort accession. This column is required when either the experiment or biological sample are new.","protocol_accession","Protocol ID(s)",TRUE,NA,"experimentSamples.ELISPOT"
NA,FALSE,TRUE,"The experiment name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"experimentName","string",NA,FALSE,FALSE,"metaData","expsample","varchar(500)",FALSE,NA,"The experiment name is an alternate identifier that is visible when the sample is shared.","name","Experiment Name",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,FALSE,"The experiment description is used to describe details of the experiment not captured in other columns.",FALSE,"experimentDescription","string",NA,FALSE,FALSE,"metaData","expsample","varchar(4000)",FALSE,NA,"The experiment description is used to describe details of the experiment not captured in other columns.","description","Experiment Description",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,TRUE,"The measurement technique describes the assay method.",FALSE,"measurementTechnique","enum",NA,FALSE,FALSE,"metaData","experiment","varchar(50)",TRUE,"lk_exp_measurement_tech","Choose from a drop down list.","measurement_technique","Measurement Technique",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,FALSE,"This pseudo column separates meta data from results.",FALSE,"resultSeparatorColumn","string",NA,FALSE,FALSE,"metaData",NA,NA,FALSE,NA,"This pseudo column separates the results (lab tests) from the lab test panel meta data. It must always appear and be the column that appears immediately after the last meta-data column and before any result columns.",NA,"Result Separator Column",FALSE,NA,"experimentSamples.ELISPOT"
"lk_analyte",TRUE,FALSE,"The molecule or entity being measured. The list of values displays common immunology gene symbol and gene symbol terms on the left and their preferred term on the right, each component separated by a semi-colon. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.",FALSE,"analyteReported","enum",NA,TRUE,FALSE,"resultData","elispot_result","varchar(100)",FALSE,NA,"The molecule or entity being measured.  This COLUMN must appear as the FIRST COLUMN for a repeating result column group. The list of values displays common immunology gene symbol and the gene symbol terms on the left and their preferred term on the right, each component separated by a semi-colon. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.","analyte_reported","Analyte Reported",FALSE,"immunology_symbol and short_label and analyte_preferred","experimentSamples.ELISPOT"
NA,FALSE,FALSE,"The number of spots generated by the reporting assay reagent.",FALSE,"spotNumberReported","number",NA,TRUE,FALSE,"resultData","elispot_result","varchar(50)",FALSE,NA,"A number is expected.","spot_number_reported","Spot Number Reported",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,FALSE,"The number of live cells assayed per well.",FALSE,"cellNumberReported","number",NA,TRUE,FALSE,"resultData","elispot_result","varchar(50)",FALSE,NA,"A number is expected.","cell_number_reported","Cell Number Reported",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,FALSE,"Comments captures additional descriptive information that is added to the result.",FALSE,"comments","string",NA,FALSE,FALSE,"resultData","elispot_result","varchar(500)",FALSE,NA,"Comments captures additional descriptive information that is added to the result.","comments","Comments",FALSE,NA,"experimentSamples.ELISPOT"
NA,FALSE,TRUE,"An experiment and biological sample may be linked to a single study.",FALSE,"studyId","string","study",FALSE,FALSE,NA,"biosample And experiment","varchar(15)",FALSE,NA,"Please enter either a study user defined ID or ImmPort accession. This column is only required when both the experiment and biological sample are new.","study_accession","Study ID",TRUE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The experiment sample user defined ID is an identifier chosen by the data provider to refer to this sample. This ID may be referenced by other data records (e.g. assay results). The user defined ID is not shared.",FALSE,"expsampleId","string",NA,TRUE,TRUE,NA,"expsample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","Expsample ID",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The reagent identifier(s) must be stored in ImmPort or in the reagents.txt template.",FALSE,"reagentIds","array","reagent",FALSE,FALSE,NA,"expsample_2_reagent","varchar(15)",FALSE,NA,"Please enter either an assay reagent user defined ID or ImmPort accession.","reagent_accession","Reagent ID(s)",TRUE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The treatment identifier(s) must be stored in ImmPort or in the treatments.txt template.",FALSE,"treatmentIds","array","treatment",FALSE,FALSE,NA,"expsample_2_treatment","varchar(15)",FALSE,NA,"Please enter either a treatment user defined ID or ImmPort accession.","treatment_accession","Treatment ID(s)",TRUE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"The experiment sample name is a display name that is available when the data is shared, but it is not referenced by other data records.",FALSE,"expsampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The experiment sample name is an alternate identifier that is visible when the experiment sample is shared.","name","Expsample Name",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"Describe important characteristics of the sample being assayed.",FALSE,"expsampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"Describe important characteristics of the sample being assayed.","description","Expsample Description",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"Separate file names by a semi-colon (;). The file size name limit is 240 characters.",FALSE,"additionalResultFileNames","array",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"Please enter additional result file(s) to link to the experiment sample. The file size name limit is 240 characters.",NA,"Additional Result File Names",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The primary output for flow cytometry assays is a file in .fcs format. The file size name limit is 240 characters.",FALSE,"fcsResultFile","string",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"The primary output for flow cytometry assays is a file in .fcs format. The file size name limit is 240 characters.",NA,".Fcs Result File",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"Separate file names by a semi-colon (;). The file size name limit is 240 characters.",FALSE,"compensationOrControlFileNames","array",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"Flow cytometry assay runs include compensation and/or control files. The set of compensation/control files from an assay run should be linked to the experiment sample that is linked to the assayed sample's fcs file. The file size name limit is 240 characters.",NA,"Compensation Or Control File Name(s)",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The biological sample user defined ID is an identifier chosen by the data provider to refer to a sample. This ID may be referenced by other data records (e.g. experiment sample). The user defined ID is not shared.",FALSE,"biosampleId","string",NA,TRUE,TRUE,NA,"biosample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded. Please enter either a biological sample user defined ID or ImmPort accession. A single biological sample may be linked to an experiment sample.","user_defined_id","Biosample ID",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived. A single subject record is permitted.",FALSE,"subjectId","string","subject",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived.","subject_accession","Subject ID",TRUE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The link to a study's planned visit provides temporal context for a sample's derivation from a subject.",FALSE,"plannedVisitId","string","planned_visit",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a study's planned visit user defined ID or ImmPort accession.","planned_visit_accession","Planned Visit ID",TRUE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The sample types are adopted from Uberon, Cell and CHEBI ontologies.",FALSE,"type","enum",NA,FALSE,FALSE,NA,"biosample","varchar(50)",TRUE,"lk_sample_type","Please choose from the drop down list.","type","Type",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.",FALSE,"subtype","string",NA,FALSE,FALSE,NA,"biosample","varchar(50)",FALSE,NA,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.","subtype","Subtype",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"The biological sample name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"biosampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The biological sample name is an alternate identifier that is visible when the sample is shared.","name","Biosample Name",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"The biological sample description is used to describe details of the sample not captured in other columns.",FALSE,"biosampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"The biological sample description is used to describe details of the sample not captured in other columns.","description","Biosample Description",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"Study time collected describes the time value for when a sample was derived from a subject.",FALSE,"studyTimeCollected","number",NA,FALSE,FALSE,NA,"biosample","float",FALSE,NA,"Please enter a number.","study_time_collected","Study Time Collected",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The time units are standard terms recommended by the HIPC Standards group.",FALSE,"studyTimeCollectedUnit","enum",NA,FALSE,FALSE,NA,"biosample","varchar(25)",TRUE,"lk_time_unit","Please choose from the drop down list.","study_time_collected_unit","Study Time Collected Unit",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The time zero event refers to the study milestone upon which time is based.",FALSE,"studyTimeT0Event","enum",NA,FALSE,FALSE,NA,"biosample","varchar(50)",TRUE,"lk_t0_event","Please choose from the drop down list.","study_time_t0_event","Study Time T0 Event",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"Enter a time zero event if 'Other' is selected in column 'Study Time T0 Event'.",FALSE,"studyTimeT0EventSpecify","string",NA,FALSE,FALSE,NA,"biosample","varchar(50)",FALSE,NA,"Enter a time zero event if 'Other' is selected in column 'Study Time T0 Event'.","study_time_t0_event_specify","Study Time T0 Event Specify",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The experiment identifier must be stored in ImmPort or in the experiments.txt template. The experiment serves as the parent entity to bind assay results of a similar type together.",FALSE,"experimentId","string",NA,TRUE,TRUE,NA,"experiment","varchar(100)",FALSE,NA,"Please enter either a experiment user defined ID or ImmPort accession.","user_defined_id","Experiment ID",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"Please enter either a protocol user defined ID or ImmPort accession for a protocol that describes how the sample was derived and prepared. One or more identifiers can be entered per sample. Separate identifiers by semicolon (;).",FALSE,"protocolIds","array","protocol",FALSE,FALSE,NA,"experiment_2_protocol","varchar(15)",FALSE,NA,"Please enter either a protocol user defined ID or ImmPort accession. This column is required when either the experiment or biological sample are new.","protocol_accession","Protocol ID(s)",TRUE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The experiment name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"experimentName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The experiment name is an alternate identifier that is visible when the sample is shared.","name","Experiment Name",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,FALSE,"The experiment description is used to describe details of the experiment not captured in other columns.",FALSE,"experimentDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"The experiment description is used to describe details of the experiment not captured in other columns.","description","Experiment Description",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"The measurement technique describes the assay method.",FALSE,"measurementTechnique","enum",NA,FALSE,FALSE,NA,"experiment","varchar(50)",TRUE,"lk_exp_measurement_tech","Choose from a drop down list.","measurement_technique","Measurement Technique",FALSE,NA,"experimentSamples.Flow_Cytometry"
NA,FALSE,TRUE,"An experiment and biological sample may be linked to a single study.",FALSE,"studyId","string","study",FALSE,FALSE,NA,"biosample And experiment","varchar(15)",FALSE,NA,"Please enter either a study user defined ID or ImmPort accession. This column is only required when both the experiment and biological sample are new.","study_accession","Study ID",TRUE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The experiment sample user defined ID is an identifier chosen by the data provider to refer to this sample. This ID may be referenced by other data records (e.g. assay results). The user defined ID is not shared.",FALSE,"expsampleId","string",NA,TRUE,TRUE,NA,"expsample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","Expsample ID",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The reagent identifier(s) must be stored in ImmPort or in the reagents.txt template.",FALSE,"reagentIds","array","reagent",FALSE,FALSE,NA,"expsample_2_reagent","varchar(15)",FALSE,NA,"Please enter either an assay reagent user defined ID or ImmPort accession.","reagent_accession","Reagent ID(s)",TRUE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The treatment identifier(s) must be stored in ImmPort or in the treatments.txt template.",FALSE,"treatmentIds","array","treatment",FALSE,FALSE,NA,"expsample_2_treatment","varchar(15)",FALSE,NA,"Please enter either a treatment user defined ID or ImmPort accession.","treatment_accession","Treatment ID(s)",TRUE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"The experiment sample name is a display name that is available when the data is shared, but it is not referenced by other data records.",FALSE,"expsampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The experiment sample name is an alternate identifier that is visible when the experiment sample is shared.","name","Expsample Name",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"Describe important characteristics of the sample being assayed.",FALSE,"expsampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"Describe important characteristics of the sample being assayed.","description","Expsample Description",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"Separate file names by a semi-colon (;). The file size name limit is 240 characters.",FALSE,"additionalResultFileNames","array",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"Please enter additional result file(s) to link to the experiment sample. The file size name limit is 240 characters.",NA,"Additional Result File Names",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"ImmPort expects array gene expression results to be deposited in NCBI GEO since this is a prerequisite for publication. Please choose this repository name from the list.",FALSE,"repositoryName","enum",NA,FALSE,FALSE,NA,"expsample_public_repository","varchar(50)",TRUE,"lk_public_repository","Array gene expression results are expected to be deposited in NCBI GEO Please choose this repository name from the list.","repository_name","Repository Name",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"The public repository accession should be the most granular or highest resolution provided (e.g. sample level accession, not sample group accession).",FALSE,"repositoryAccession","string",NA,FALSE,FALSE,NA,"expsample_public_repository","varchar(20)",FALSE,NA,"Enter the accession that links to the assay result file(s).","repository_accession","Repository Accession",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The biological sample user defined ID is an identifier chosen by the data provider to refer to a sample. This ID may be referenced by other data records (e.g. experiment sample). The user defined ID is not shared.",FALSE,"biosampleId","string",NA,TRUE,TRUE,NA,"biosample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded. Please enter either a biological sample user defined ID or ImmPort accession. A single biological sample may be linked to an experiment sample.","user_defined_id","Biosample ID",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived. A single subject record is permitted.",FALSE,"subjectId","string","subject",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived.","subject_accession","Subject ID",TRUE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The link to a study's planned visit provides temporal context for a sample's derivation from a subject.",FALSE,"plannedVisitId","string","planned_visit",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a study's planned visit user defined ID or ImmPort accession.","planned_visit_accession","Planned Visit ID",TRUE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The sample types are adopted from Uberon, Cell and CHEBI ontologies.",FALSE,"type","enum",NA,FALSE,FALSE,NA,"biosample","varchar(50)",TRUE,"lk_sample_type","Please choose from the drop down list.","type","Type",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.",FALSE,"subtype","string",NA,FALSE,FALSE,NA,"biosample","varchar(50)",FALSE,NA,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.","subtype","Subtype",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"The biological sample name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"biosampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The biological sample name is an alternate identifier that is visible when the sample is shared.","name","Biosample Name",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"The biological sample description is used to describe details of the sample not captured in other columns.",FALSE,"biosampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"The biological sample description is used to describe details of the sample not captured in other columns.","description","Biosample Description",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"Study time collected describes the time value for when a sample was derived from a subject.",FALSE,"studyTimeCollected","number",NA,FALSE,FALSE,NA,"biosample","float",FALSE,NA,"Please enter a number.","study_time_collected","Study Time Collected",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The time units are standard terms recommended by the HIPC Standards group.",FALSE,"studyTimeCollectedUnit","enum",NA,FALSE,FALSE,NA,"biosample","varchar(25)",TRUE,"lk_time_unit","Please choose from the drop down list.","study_time_collected_unit","Study Time Collected Unit",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The time zero event refers to the study milestone upon which time is based.",FALSE,"studyTimeT0Event","enum",NA,FALSE,FALSE,NA,"biosample","varchar(50)",TRUE,"lk_t0_event","Please choose from the drop down list.","study_time_t0_event","Study Time T0 Event",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"Enter a time zero event if 'Other' is selected in column 'Study Time T0 Event'.",FALSE,"studyTimeT0EventSpecify","string",NA,FALSE,FALSE,NA,"biosample","varchar(50)",FALSE,NA,"Enter a time zero event if 'Other' is selected in column 'Study Time T0 Event'.","study_time_t0_event_specify","Study Time T0 Event Specify",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The experiment identifier must be stored in ImmPort or in the experiments.txt template. The experiment serves as the parent entity to bind assay results of a similar type together.",FALSE,"experimentId","string",NA,TRUE,TRUE,NA,"experiment","varchar(100)",FALSE,NA,"Please enter either a experiment user defined ID or ImmPort accession.","user_defined_id","Experiment ID",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"Please enter either a protocol user defined ID or ImmPort accession for a protocol that describes how the sample was derived and prepared. One or more identifiers can be entered per sample. Separate identifiers by semicolon (;).",FALSE,"protocolIds","array","protocol",FALSE,FALSE,NA,"experiment_2_protocol","varchar(15)",FALSE,NA,"Please enter either a protocol user defined ID or ImmPort accession. This column is required when either the experiment or biological sample are new.","protocol_accession","Protocol ID(s)",TRUE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The experiment name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"experimentName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The experiment name is an alternate identifier that is visible when the sample is shared.","name","Experiment Name",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,FALSE,"The experiment description is used to describe details of the experiment not captured in other columns.",FALSE,"experimentDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"The experiment description is used to describe details of the experiment not captured in other columns.","description","Experiment Description",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"The measurement technique describes the assay method.",FALSE,"measurementTechnique","enum",NA,FALSE,FALSE,NA,"experiment","varchar(50)",TRUE,"lk_exp_measurement_tech","Choose from a drop down list.","measurement_technique","Measurement Technique",FALSE,NA,"experimentSamples.Gene_Expression_Array"
NA,FALSE,TRUE,"An experiment and biological sample may be linked to a single study.",FALSE,"studyId","string","study",FALSE,FALSE,NA,"biosample And experiment","varchar(15)",FALSE,NA,"Please enter either a study user defined ID or ImmPort accession. This column is only required when both the experiment and biological sample are new.","study_accession","Study ID",TRUE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,TRUE,"The experiment sample user defined ID is an identifier chosen by the data provider to refer to this sample. This ID may be referenced by other data records (e.g. assay results). The user defined ID is not shared.",FALSE,"expsampleId","string",NA,TRUE,TRUE,NA,"expsample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","Expsample ID",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The reagent identifier(s) must be stored in ImmPort or in the reagents.txt template.",FALSE,"reagentIds","array","reagent",FALSE,FALSE,NA,"expsample_2_reagent","varchar(15)",FALSE,NA,"Please enter either an assay reagent user defined ID or ImmPort accession.","reagent_accession","Reagent ID(s)",TRUE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,TRUE,"One or more identifiers can be entered. Separate identifiers by semicolon (;). The treatment identifier(s) must be stored in ImmPort or in the treatments.txt template.",FALSE,"treatmentIds","array","treatment",FALSE,FALSE,NA,"expsample_2_treatment","varchar(15)",FALSE,NA,"Please enter either a treatment user defined ID or ImmPort accession.","treatment_accession","Treatment ID(s)",TRUE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"The experiment sample name is a display name that is available when the data is shared, but it is not referenced by other data records.",FALSE,"expsampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The experiment sample name is an alternate identifier that is visible when the experiment sample is shared.","name","Expsample Name",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"Describe important characteristics of the sample being assayed.",FALSE,"expsampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"Describe important characteristics of the sample being assayed.","description","Expsample Description",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"Separate file names by a semi-colon (;). The file size name limit is 240 characters.",FALSE,"additionalResultFileNames","array",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"Please enter additional result file(s) to link to the experiment sample. The file size name limit is 240 characters.",NA,"Additional Result File Names",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"ImmPort expects genotyping results to be deposited in dbGAP since this is a prerequisite for publication. In order to avoid duplication of data upload by requiring the same data be sent to ImmPort as well as dbGAP, ImmPort requires only the dbGAP accession.",FALSE,"repositoryName","enum",NA,FALSE,FALSE,NA,"expsample_public_repository","varchar(50)",TRUE,"lk_public_repository","Genotyping results are expected to be deposited in dbGAP. Please choose this repository name from the list.","repository_name","Repository Name",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"The public repository accession should be the most granular or highest resolution provided (e.g. sample level accession, not sample group accession).",FALSE,"repositoryAccession","string",NA,FALSE,FALSE,NA,"expsample_public_repository","varchar(20)",FALSE,NA,"Enter the accession that links to the assay result file(s).","repository_accession","Repository Accession",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,TRUE,"The biological sample user defined ID is an identifier chosen by the data provider to refer to a sample. This ID may be referenced by other data records (e.g. experiment sample). The user defined ID is not shared.",FALSE,"biosampleId","string",NA,TRUE,TRUE,NA,"biosample","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded. Please enter either a biological sample user defined ID or ImmPort accession. A single biological sample may be linked to an experiment sample.","user_defined_id","Biosample ID",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,TRUE,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived. A single subject record is permitted.",FALSE,"subjectId","string","subject",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a subject user defined ID or ImmPort accession for the subject from which the sample was derived.","subject_accession","Subject ID",TRUE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,TRUE,"The link to a study's planned visit provides temporal context for a sample's derivation from a subject.",FALSE,"plannedVisitId","string","planned_visit",FALSE,FALSE,NA,"biosample","varchar(15)",FALSE,NA,"Please enter either a study's planned visit user defined ID or ImmPort accession.","planned_visit_accession","Planned Visit ID",TRUE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,TRUE,"The sample types are adopted from Uberon, Cell and CHEBI ontologies.",FALSE,"type","enum",NA,FALSE,FALSE,NA,"biosample","varchar(50)",TRUE,"lk_sample_type","Please choose from the drop down list.","type","Type",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.",FALSE,"subtype","string",NA,FALSE,FALSE,NA,"biosample","varchar(50)",FALSE,NA,"Enter a sample type that is of finer resolution than the standard sample types provided. If the 'Biological Sample Type' is 'Other', then the sample subtype must be entered.","subtype","Subtype",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"The biological sample name is a display name that is available when the data is shared, but it is not referenced by other data.",FALSE,"biosampleName","string",NA,FALSE,FALSE,NA,"expsample","varchar(500)",FALSE,NA,"The biological sample name is an alternate identifier that is visible when the sample is shared.","name","Biosample Name",FALSE,NA,"experimentSamples.Genotyping_Array"
NA,FALSE,FALSE,"The biological sample description is used to describe details of the sample not captured in other columns.",FALSE,"biosampleDescription","string",NA,FALSE,FALSE,NA,"expsample","varchar(4000)",FALSE,NA,"The biological sample description is used to describe details of the sample not captured in other columns.","description","Biosample Description",FALSE,NA,"experimentSamples.Genotyping_Array"
